model,horizon,target,rmse_z,mae_z,bias_z,acc,skill_vs_climatology,skill_vs_persistence,rmse_physical,mae_physical,bias_physical,r2_physical,crps_z,nll_z,coverage_90,interval_width_90_z
PMWM (no event slots),72 h,precipitation_mm,1.3001179880005018,0.9098124504089355,-0.05406235158443451,0.22712058714771713,0.048892997283580764,0.4723690476713206,1.4486276084145013,0.6715871095657349,-0.2729777693748474,0.10588098694584713,0.6536105275154114,1.5744916200637817,0.8989391401451703,3.5547988414764404
PMWM (no event slots),168 h,temperature_c,1.0114910797464989,0.7970480918884277,-0.3059210777282715,0.3704300124063314,0.22352302975789495,0.4040905234849672,2.153358953912076,1.5947986841201782,-0.5651789903640747,0.9366763245852483,0.5621448755264282,1.3993887901306152,0.884358661996853,3.125560998916626
PMWM (no event slots),168 h,pressure_hpa,1.0192502975669278,0.7975496053695679,-0.0427706353366375,0.13941586210764453,0.022410114267195413,0.47356632973283497,6.777806968139715,4.525524616241455,-0.07636859267950058,0.3127252717300115,0.5651262402534485,1.410373568534851,0.9011725293132329,3.286754608154297
PMWM (no event slots),168 h,wind_speed_ms,0.9774074713580454,0.7722287774085999,-0.015107555314898491,0.14806754971199393,0.02231425864956671,0.4844172921724986,1.9178749574309317,1.3777259588241577,-0.03129519522190094,0.4778646570146984,0.5433393120765686,1.3674466609954834,0.8984442414090655,3.0713858604431152
PMWM (no event slots),168 h,precipitation_mm,1.318514349976886,0.941283643245697,-0.026133345440030098,0.15105852458366584,0.021444321359714302,0.48364601285369635,1.4559145168529988,0.6856955885887146,-0.26685670018196106,0.09652971379340547,0.672045886516571,1.610687494277954,0.8981269986295112,3.6453678607940674
PMWM (full),6 h,temperature_c,0.34776049561914096,0.25981324911117554,-0.010692980140447617,0.937326135196792,0.8963652487703222,0.9643101774746088,0.695785918495318,0.5039795637130737,-0.044821083545684814,0.9921544283799083,0.1846276819705963,0.25018826127052307,0.90886249428963,1.1035312414169312
PMWM (full),6 h,pressure_hpa,0.24260210112242064,0.17307056486606598,-0.02135700173676014,0.9720853391602126,0.9449472203433374,0.9306111619605109,1.1875525011202115,0.8025845885276794,-0.017963286489248276,0.9787033987940382,0.12320979684591293,-0.2016386091709137,0.8946246383432314,0.6911005973815918
PMWM (full),6 h,wind_speed_ms,0.6968187882542297,0.5311582684516907,-0.00481930049136281,0.7465456289186252,0.5538068920127766,0.46956744823400987,1.2213220110837644,0.8764138221740723,-0.005879000760614872,0.7884448379854574,0.3751213848590851,0.9684081673622131,0.8951449165017005,2.1313045024871826
PMWM (full),6 h,precipitation_mm,0.6382211850688672,0.40207165479660034,0.03152789548039436,0.8758576758457306,0.7665470011552742,0.4336024587375167,0.7775177497309614,0.3327167332172394,-0.029599739238619804,0.7219629985597027,0.28914588689804077,0.553344190120697,0.898545759098523,1.5307307243347168
PMWM (full),24 h,temperature_c,0.6340665283375975,0.47684624791145325,-0.11523675173521042,0.799392213654724,0.6949678765414367,0.3623476916823044,1.3523889120881165,0.9538146257400513,-0.19458019733428955,0.9750219209508689,0.3396966755390167,0.8710803389549255,0.8931018730013704,1.9252159595489502
PMWM (full),24 h,pressure_hpa,0.6576243722793377,0.49803850054740906,-0.03756287693977356,0.7696813825516574,0.5929915964519848,0.39771909637438096,4.167701948612772,2.740161180496216,-0.15668132901191711,0.740336229338519,0.35490134358406067,0.9300260543823242,0.8970737526013908,2.0363662242889404
PMWM (full),24 h,wind_speed_ms,0.8913617683833358,0.7004448175430298,0.027669599279761314,0.4329344316293473,0.18717365585083723,0.3653334982617761,1.7656568001103037,1.254302978515625,0.018406040966510773,0.5576511088621421,0.49346545338630676,1.2616738080978394,0.8979239632505964,2.8150010108947754
PMWM (full),24 h,precipitation_mm,1.1399380431153807,0.793586254119873,0.0604657419025898,0.5205055252707879,0.2687611943302185,0.4592924037791323,1.3271256670145781,0.6123118996620178,-0.16753973066806793,0.24958684091488337,0.5610199570655823,1.3465193510055542,0.8969849246231156,2.792232036590576
PMWM (full),72 h,temperature_c,0.92802427882054,0.7231324315071106,-0.2246977835893631,0.4976805258678973,0.34648782956194457,0.3795818606533662,1.9873326405051908,1.4515008926391602,-0.407155841588974,0.9460673443380043,0.5104410648345947,1.2933274507522583,0.8886731637987919,2.8673195838928223
PMWM (full),72 h,pressure_hpa,0.9875728194030338,0.7730445265769958,-0.11485670506954193,0.30032666648856693,0.08209976686210763,0.4289775762963517,6.386859409288236,4.3330864906311035,-0.48292702436447144,0.390109995404168,0.5468890070915222,1.3738954067230225,0.9003476980863916,3.1630520820617676
PMWM (full),72 h,wind_speed_ms,0.9738518287782145,0.7714530229568481,0.019380521029233932,0.17150761284433555,0.029657607503140393,0.4693391113613785,1.9097564840614933,1.3751766681671143,0.016559233888983727,0.4824358235658526,0.5420235395431519,1.3615056276321411,0.899357900614182,3.0797178745269775
PMWM (full),72 h,precipitation_mm,1.2995554328916732,0.949589729309082,0.054774053394794464,0.22887937067091538,0.04971589851484037,0.4728255558865707,1.4358033658245513,0.6889224052429199,-0.21820317208766937,0.12164162115823751,0.666664719581604,1.582640290260315,0.8998781787726511,3.473811626434326
PMWM (full),168 h,temperature_c,1.017732575569369,0.8028836846351624,-0.31380248069763184,0.3618064490228321,0.21391082384416948,0.39671360850393844,2.159402284574029,1.6029767990112305,-0.5734277963638306,0.9363203942316609,0.5659703612327576,1.405694603919983,0.8848662504441399,3.1674959659576416
PMWM (full),168 h,pressure_hpa,1.0238190733135792,0.8032113909721375,-0.0969805121421814,0.13386545418866136,0.013626404838791628,0.46883628857709136,6.786195419578269,4.551122188568115,-0.3810100555419922,0.31102302842364515,0.5683974623680115,1.4146138429641724,0.9012740470026902,3.313905715942383
PMWM (full),168 h,wind_speed_ms,0.9799877369853007,0.7767698168754578,0.011170375160872936,0.12918256988102805,0.01714544457809486,0.48169151737338445,1.9179946680124134,1.3818334341049194,0.008181074634194374,0.4777994733320897,0.54584139585495,1.370319128036499,0.8982792751636973,3.0909693241119385
PMWM (full),168 h,precipitation_mm,1.3196191716644947,0.9632331728935242,0.029816310852766037,0.14594611699290722,0.0198037135175283,0.4827803141314393,1.4500689621672804,0.6949393153190613,-0.23989826440811157,0.10377008761940687,0.6794019937515259,1.6176652908325195,0.8980635500736003,3.5940260887145996
