precision_at_k,hit_rate_at_k,ndcg_at_k,same_zone_at_k,season_match_at_k,top1_outcome_cosine,mean_top1_similarity,k
0.35419125298208215,0.9774250038069133,0.6959355528211842,0.8407702971930359,0.41346806634181005,0.46882426738739014,0.9470847249031067,16
