nominal_coverage,empirical_coverage,calibration_error,mean_width_z
0.5,0.4891970902492259,-0.010802909750774081,1.0450340509414673
0.8,0.8049321734937313,0.004932173493731207,1.9855971336364746
0.9,0.8970626491041064,-0.0029373508958936423,2.5484862327575684
0.95,0.9420960547687934,-0.007903945231206522,3.0367088317871094
